relative_path,person,label,filename,bytes,sha256,width,height,fps,duration
P01/Được không/002.MOV,P01,Được không,002.MOV,8063885,e59b2e4dc7966b6b66835aa9d0ee4332493dc1be6647e4a096039363e060cb54,1920,1080,59.9618,5.2367
P01/Được không/003.MOV,P01,Được không,003.MOV,7128914,a4fe8472c570b071e6946f98b4c5d544d68b5ea7daca3555a1651cb22c945cb7,1920,1080,59.957,4.6533
P01/Được không/004.MOV,P01,Được không,004.MOV,7428756,bbc854e74d86928312882f190f0a0b60498392edc9886402a2e1b5b6f07e2989,1920,1080,59.9582,4.7867
P01/Được không/005.MOV,P01,Được không,005.MOV,10582136,a189467b27c6c9b4624703a2c245f63c6d3d4f2b1f9d29ccea7e501c2025e5c3,1920,1080,59.9562,6.855
P01/Được không/006.MOV,P01,Được không,006.MOV,9091202,e48487e09b7caeb9d3ca31adc698ddb5f25c4a4e66953b3672192fc7a8407525,1920,1080,59.9659,5.87
P02/Bạn có cần giúp đỡ không/001.MOV,P02,Bạn có cần giúp đỡ không,001.MOV,10169440,0fd4e358483aa7d257ee448dc6584c8066501092e17d58876bd48f349555f79f,1920,1080,59.9702,6.7033
P02/Bạn có cần giúp đỡ không/002.MOV,P02,Bạn có cần giúp đỡ không,002.MOV,11523294,f567210c3dc0e5c8682ee8531dd3f31506cc7b79cf65eb3cb26a2f160919cc32,1920,1080,59.9606,7.605
P02/Bạn có cần giúp đỡ không/003.MOV,P02,Bạn có cần giúp đỡ không,003.MOV,8017325,07a3d55514a3a68248ca08a28e3b6bdb73f8e6d66ef68bde2c4556942f6efbc1,1920,1080,59.9625,5.3367
P02/Bạn có cần giúp đỡ không/004.MOV,P02,Bạn có cần giúp đỡ không,004.MOV,8073857,02e8053f9c0d16de702def4a65016d7901379ce79db0b9a43f68a973b524b5a8,1920,1080,59.9628,5.37
P02/Bạn có cần giúp đỡ không/005.MOV,P02,Bạn có cần giúp đỡ không,005.MOV,8652520,3ddde6163481974e7daa3a2051dfc0b6f17b9c243009ecd9047f00592290a3b9,1920,1080,59.9649,5.7033
P02/Bạn có cần giúp đỡ không/006.MOV,P02,Bạn có cần giúp đỡ không,006.MOV,8716213,e5cddf12ee12f38b18643fbace65c7085ba98c98acec45c78b8d789cc40b66dc,1920,1080,59.9651,5.7367
P02/Bạn có vấn đề gì không/001.MOV,P02,Bạn có vấn đề gì không,001.MOV,9348399,69d7500ff56dc67ce002f3a65fd6d261799e7e688c18cf464afef26a00d8cd81,1920,1080,59.968,6.2533
P02/Bạn có vấn đề gì không/002.MOV,P02,Bạn có vấn đề gì không,002.MOV,9305698,5a9a4d308f5396b133412e300151497eabce138f60f3724f980a3a37ecb2e562,1920,1080,59.9677,6.1867
P02/Bạn có vấn đề gì không/003.MOV,P02,Bạn có vấn đề gì không,003.MOV,9058686,ea729e5ef3005fbbd9ce366302f602c71cc23018c7d5fa55d90ba02bae63781b,1920,1080,59.9665,5.97
P02/Bạn có vấn đề gì không/004.MOV,P02,Bạn có vấn đề gì không,004.MOV,8729958,2bcbdc2f84b8ea952f8d88f77a2f0e41dfc442bc1a32cf67c68b5460d6146d49,1920,1080,59.9653,5.77
P02/Bạn có vấn đề gì không/005.MOV,P02,Bạn có vấn đề gì không,005.MOV,8945634,ec9bc4ac4f1de5404673052e29a8c20cd04a7299b742a3f61fc827e2bc2ac6a1,1920,1080,59.9658,5.8533
P02/Bạn có vấn đề gì không/006.MOV,P02,Bạn có vấn đề gì không,006.MOV,7674636,9e5e51aefaa674ccf123bc989d94bc434268fde116d98c206bde59be0450293c,1920,1080,59.9604,5.0533
P02/Bạn quê ở đâu/001.MOV,P02,Bạn quê ở đâu,001.MOV,10738614,e892bc096e0415cef72b6365b27df45d307a21d7da33db628e682af688eee8d5,1920,1080,59.9584,7.205
P02/Bạn quê ở đâu/002.MOV,P02,Bạn quê ở đâu,002.MOV,10170732,78f764e34a81680b6518efc9d2eb620544af8a2a5257c7055a44c39650519482,1920,1080,59.9705,6.77
P02/Bạn quê ở đâu/003.MOV,P02,Bạn quê ở đâu,003.MOV,8706777,490fbfa6b341151653eae1a0366904fe169f760d32e1b997c2eaa24fbbe33cd0,1920,1080,59.965,5.72
P02/Bạn quê ở đâu/004.MOV,P02,Bạn quê ở đâu,004.MOV,7545205,733e1c9794dd29444ddf42a9e090a16420f13632e50a81cfdef0878448c99bb2,1920,1080,59.9599,4.9867
P02/Bạn quê ở đâu/005.MOV,P02,Bạn quê ở đâu,005.MOV,9495067,79b7a16a844be860265b6d440c118656620d0128ffc10891a858baf3547136e3,1920,1080,59.9679,6.2367
P02/Bạn quê ở đâu/006.MOV,P02,Bạn quê ở đâu,006.MOV,8850156,3fd8bdeecc8e2abc8fd279b11fb5b39efcb65f14b6b4c330eddfb9f702eff2f5,1920,1080,59.9652,5.7533
P02/Bạn tên gì/001.MOV,P02,Bạn tên gì,001.MOV,10544537,cd11e00f7030faa4f3f68396bdf2c210e95ee319e6b2230e799f0811e0a4ffd1,1920,1080,59.9571,6.9883
P02/Bạn tên gì/002.MOV,P02,Bạn tên gì,002.MOV,11232854,4f928120baeb9a2970b4ea9202cd27103694d1ce2b07cf7bb85c0aef8396f394,1920,1080,59.9598,7.4717
P02/Bạn tên gì/003.MOV,P02,Bạn tên gì,003.MOV,7576612,8504f628ddb37daa5095f56f2932cb7e46e2724805537f77d5a714a828e9be85,1920,1080,59.9602,5.02
P02/Bạn tên gì/004.MOV,P02,Bạn tên gì,004.MOV,6585436,e05de012752773cabec8118e8e4826d40222e4d5723113ea733e3da04d01a597,1920,1080,59.9544,4.3867
P02/Bạn tên gì/005.MOV,P02,Bạn tên gì,005.MOV,7553322,b9848155e53e801eb39c348f55b2dca865a848c53b413e132f334c8f7add4d44,1920,1080,59.9599,4.9867
P02/Bạn tên gì/006.MOV,P02,Bạn tên gì,006.MOV,7518647,90ef06b1134e21dcc4d48891a44f4f10884ba7cb2fe4c570d88beb231a94d944,1920,1080,59.9596,4.9533
P02/Bạn đang làm gì/001.MOV,P02,Bạn đang làm gì,001.MOV,10319346,1ee1689fcbd801710e821104143a5375c982e062d2269d4c74a38b668411e959,1920,1080,59.9559,6.805
P02/Bạn đang làm gì/002.MOV,P02,Bạn đang làm gì,002.MOV,8216037,d9d24d770e03e2766127fbd06c780c051a13f7f2bc426ae4c18fc03d5578f148,1920,1080,59.9634,5.47
P02/Bạn đang làm gì/003.MOV,P02,Bạn đang làm gì,003.MOV,6685197,418ec0d0dcc8631bc60c51d6088173b62b0663d9f327d0b866becab8b3a42e04,1920,1080,59.9553,4.47
P02/Bạn đang làm gì/004.MOV,P02,Bạn đang làm gì,004.MOV,6612680,e7a77a7b5c3d233f81a4f40554c4fc917737731d1f7115dd7695d97b1f9cf441,1920,1080,59.9548,4.42
P02/Bạn đang làm gì/005.MOV,P02,Bạn đang làm gì,005.MOV,7669042,9dee69a88a72bdbe49674e61a3e9dd911fdd29dc7fa507cb65b50213ee3f0c2a,1920,1080,59.9608,5.1033
P02/Bạn đang làm gì/006.MOV,P02,Bạn đang làm gì,006.MOV,7632842,fcfff986b97783b90c05b43b80c337c833f7aec05a26bff6f9a7df8cabf19e95,1920,1080,59.9606,5.07
P02/Chuyện gì/001.MOV,P02,Chuyện gì,001.MOV,8406780,196ed0be2a0106af1bb6fad44c253feaf3849e18cad07f1df7d1a3dd375d5f49,1920,1080,59.9639,5.5367
P02/Chuyện gì/002.MOV,P02,Chuyện gì,002.MOV,7066413,2d6e76c26d6e797a93f20ca24575cf898b31d15fd3c66f5197b4c91db0ba73c2,1920,1080,59.9569,4.6367
P02/Chuyện gì/003.MOV,P02,Chuyện gì,003.MOV,6523207,5a81d6bbfc39d4b153291be3200887630a7d7d424e99cc73bcf3487d630b5fb0,1920,1080,59.9533,4.2867
P02/Chuyện gì/004.MOV,P02,Chuyện gì,004.MOV,5963518,46076e4abd775da9dbcec6bd8e6d7bdca3da4b9692fa98b9749922884e834dc2,1920,1080,59.9743,3.885
P02/Chuyện gì/005.MOV,P02,Chuyện gì,005.MOV,6380241,4d63866087c108c993cbee197748ec37c07b457341bf35e1a512449715156f62,1920,1080,59.9522,4.1867
P02/Chuyện gì/006.MOV,P02,Chuyện gì,006.MOV,6467041,8c604318a1f6908edd8d0253083895c83836afc7f9a0d52a39a4f1d06b5af2c3,1920,1080,59.9528,4.2367
P02/Cảm ơn/IMG_1391.MOV,P02,Cảm ơn,IMG_1391.MOV,6289106,804560d614889529088c2a72b94e53c1af260374a5060c291f80f120885258d4,1920,1080,59.9522,4.1867
P02/Cảm ơn/IMG_1392.MOV,P02,Cảm ơn,IMG_1392.MOV,6682366,e5a2366d8fa3623e6c1edbf0faf627d91045178c07ddf6b6cbdd8276dd97f555,1920,1080,59.9549,4.4367
P02/Cảm ơn/IMG_1393.MOV,P02,Cảm ơn,IMG_1393.MOV,6695055,9e4519bb1b47b1976c8c4bf007b32861ebb92ba1d7f9e48d11a2f847be40b75a,1920,1080,59.9553,4.47
P02/Cảm ơn/IMG_1394.MOV,P02,Cảm ơn,IMG_1394.MOV,5376375,dd2007e1b69fcd1f817b4702388456dd2ca8529abfed117d704287f1fdf7e169,1920,1080,59.972,3.5683
P02/Cảm ơn/IMG_1395.MOV,P02,Cảm ơn,IMG_1395.MOV,8404610,d4bf26300a37caad933882d0d294ba17a9479e7c16a5705c6c3330e5fd558170,1920,1080,59.9643,5.6033
P02/Cảm ơn/IMG_1396.MOV,P02,Cảm ơn,IMG_1396.MOV,7872394,c7a60f9df34f58f0ab07f29de322f5fbc15772e5db61d8f8987fe72138d95676,1920,1080,59.9617,5.22
P02/Gọi xe cứu thương/001.MOV,P02,Gọi xe cứu thương,001.MOV,11357978,a1375892ec80e19d24319b8cc6156aef905087a5c72a8dd85571ac96c5bf31b9,1920,1080,59.9599,7.4883
P02/Gọi xe cứu thương/002.MOV,P02,Gọi xe cứu thương,002.MOV,8904089,472b46f31b80c0c92468c36c547ca74881c13057cc267d6948983707d7373882,1920,1080,59.9659,5.87
P02/Gọi xe cứu thương/003.MOV,P02,Gọi xe cứu thương,003.MOV,7507023,f56f7af3bd700ed249f8fbb6ca951db276036a19690cefa7de495be2bb10d537,1920,1080,59.9595,4.9367
P02/Gọi xe cứu thương/004.MOV,P02,Gọi xe cứu thương,004.MOV,5802914,e05e49e165a379d045842f8f9f23443bad4d8f4fcbe7f6ec52c946ccc3cf0d5b,1920,1080,59.9735,3.7683
P02/Gọi xe cứu thương/005.MOV,P02,Gọi xe cứu thương,005.MOV,6210958,49e190434639358a0652e9ab23c13b0c74f29d3e820c8eee84bf60897affe060,1920,1080,59.9513,4.1033
P02/Gọi xe cứu thương/006.MOV,P02,Gọi xe cứu thương,006.MOV,7735300,75d47d8153a764778a57b32bad905373da393417bd12dd67d4c93beca97670ba,1920,1080,59.9609,5.12
P02/Hôm nay bạn khỏe không/001.MOV,P02,Hôm nay bạn khỏe không,001.MOV,13291573,7f8754fcdec3defc5944cc5652a896d1356132480700083cceaafc1e4708456e,1920,1080,59.9654,8.6717
P02/Hôm nay bạn khỏe không/002.MOV,P02,Hôm nay bạn khỏe không,002.MOV,7109059,e733485888e1f09275d9c9e911598ebe2ab4e20d6f1351cb6bdf353d228d9d2c,1920,1080,59.9401,9.5095
P02/Hôm nay bạn khỏe không/003.MOV,P02,Hôm nay bạn khỏe không,003.MOV,11045236,e1997285cf38eebb58e4b25ea1b4ae103ed945b9c355183c522e256ea9248f03,1920,1080,59.9589,7.305
P02/Hôm nay bạn khỏe không/004.MOV,P02,Hôm nay bạn khỏe không,004.MOV,9099352,2c6eff4af53a3788e72dec46e0dada71ddd3669e726d7e455c5acf006d3c39ce,1920,1080,59.9669,6.0367
P02/Hôm nay bạn khỏe không/005.MOV,P02,Hôm nay bạn khỏe không,005.MOV,11423874,a729098cf04a3b32f2562a62525441d311714cc6820472c58736fa3c3c01078a,1920,1080,59.96,7.505
P02/Hôm nay bạn khỏe không/006.MOV,P02,Hôm nay bạn khỏe không,006.MOV,8924109,68a11d2be9c0199d0f52af15351000e07e01d3629df5ad441b535738def0f4f1,1920,1080,59.966,5.8867
P02/Lâu rồi không gặp/001.MOV,P02,Lâu rồi không gặp,001.MOV,14480460,dc2e23afaa53ce59a6198772a3c99a9c81c7cfcca9f0307e594bad415e428e45,1920,1080,59.9683,9.455
P02/Lâu rồi không gặp/002.MOV,P02,Lâu rồi không gặp,002.MOV,13888708,048bcd65491fa19d659b0913ca1681acd90c6322671ca9c7e303b94432fafae0,1920,1080,59.9671,9.1217
P02/Lâu rồi không gặp/003.MOV,P02,Lâu rồi không gặp,003.MOV,9064837,341c8f5862e471b50f71d715e056f2dad357f009c627396c7032bfb67f9b2292,1920,1080,59.9664,5.9533
P02/Lâu rồi không gặp/004.MOV,P02,Lâu rồi không gặp,004.MOV,9144143,bd4d81bfb77eddf59ee0fab4585c3ab26dcb3b7c4f43884c789e75d592ac235b,1920,1080,59.9667,6.0033
P02/Lâu rồi không gặp/005.MOV,P02,Lâu rồi không gặp,005.MOV,9355618,af575ad317f0e88bb200aedb2d4e8d8ecfbe3af8cb30a01c649c4e719d610d7e,1920,1080,59.9673,6.12
P02/Lâu rồi không gặp/006.MOV,P02,Lâu rồi không gặp,006.MOV,9179488,80c8399951eb93ff0840ae7db3f1710c08a8f1b14c3fdf82cb6016354139623e,1920,1080,59.9665,5.97
P02/Mấy tuổi/001.MOV,P02,Mấy tuổi,001.MOV,8918434,f809b13c0eca96dbda5486a9ee11a944d9fc5485bde654f1d4b53f94cea08a01,1920,1080,59.9652,5.7533
P02/Mấy tuổi/002.MOV,P02,Mấy tuổi,002.MOV,9148569,eaf7ec7085a3a7f486aab3656fce2f37a0e88396b2cbec9f8efc8a37a6ada2a2,1920,1080,59.9663,5.9367
P02/Mấy tuổi/003.MOV,P02,Mấy tuổi,003.MOV,7732096,ae0b225f6445376322589399428165f5f26ec5a406119771cca52601275a6617,1920,1080,59.9604,5.0533
P02/Mấy tuổi/004.MOV,P02,Mấy tuổi,004.MOV,7119085,ca03c65e3c16c2697aeb0fcb457edc1fcaaf4c15964ef802a052bfa046c572b5,1920,1080,59.957,4.6533
P02/Mấy tuổi/005.MOV,P02,Mấy tuổi,005.MOV,8045140,657fb43686ca5b6155e53522882455bcb1f8bfea1f6d856d61e34e9208ca4044,1920,1080,59.9622,5.2867
P02/Mấy tuổi/006.MOV,P02,Mấy tuổi,006.MOV,8017056,f8fbd7ed21e14699732c06b6a1e7d0ab3e90b44d3df0f3315af7d72285a8bf38,1920,1080,59.9618,5.2367
P02/Như thế nào/001.MOV,P02,Như thế nào,001.MOV,7978539,94e1d4ce4d2e8f31ad529c0ac16da3ef4fb8815a85e3a91dbbb0dd0b53233dbc,1920,1080,59.9617,5.22
P02/Như thế nào/002.MOV,P02,Như thế nào,002.MOV,7727993,480dd6a0801f0065945d5245f9f8f5d5179602bce181d23a3fa85c6e48b837aa,1920,1080,59.9604,5.0533
P02/Như thế nào/003.MOV,P02,Như thế nào,003.MOV,5454029,5f3774cb287b785c2c6bbcd08448a90f24e1e9e789f65504f32a39b56bdbc7b9,1920,1080,59.9722,3.6017
P02/Như thế nào/004.MOV,P02,Như thế nào,004.MOV,4562958,31a967a93c19946ffb1a496ec82111fc33addb289075dccfc9191bb116d6ac84,1920,1080,59.9661,2.9517
P02/Như thế nào/005.MOV,P02,Như thế nào,005.MOV,5947432,c2c08bd98b1da2b05406309b55786750f0b7d024dce2337ea8d7f533161f89f0,1920,1080,59.974,3.8517
P02/Như thế nào/006.MOV,P02,Như thế nào,006.MOV,5869189,31e7b7ac903e9781772312d603bc21661ff4142a612d7a92144ec80eff9417fa,1920,1080,59.9736,3.785
P02/Rất vui được gặp bạn/001.MOV,P02,Rất vui được gặp bạn,001.MOV,10160590,ede466c4348c85de3366a6386242a1cd1a940291901dc274933a5ad2fc51ea70,1920,1080,59.9699,6.6533
P02/Rất vui được gặp bạn/002.MOV,P02,Rất vui được gặp bạn,002.MOV,10840381,b394f73dcd0e928ed6d48f16b52ff9eeecb8ee1e5e7ea633b53822db63b8cacf,1920,1080,59.958,7.1383
P02/Rất vui được gặp bạn/003.MOV,P02,Rất vui được gặp bạn,003.MOV,6671997,c4007a00293809b2bbc398ad1e9103432813e22e0d624e14c4444d92b39381b2,1920,1080,59.9548,4.42
P02/Rất vui được gặp bạn/004.MOV,P02,Rất vui được gặp bạn,004.MOV,6818338,5093d9fa8f406b8e9d4b3fd1ff5a8114b3bac9c14c7cb9003c8ffcf8a9373eec,1920,1080,59.9558,4.52
P02/Rất vui được gặp bạn/005.MOV,P02,Rất vui được gặp bạn,005.MOV,6925978,342263032310b52108115484509c465db0450caa16d30e3c666fee2ed798c0c2,1920,1080,59.9562,4.57
P02/Rất vui được gặp bạn/006.MOV,P02,Rất vui được gặp bạn,006.MOV,7702632,3dce020816083dbfad1ff8deb022361a8d4375b89a315da89d651735f2ec5a8d,1920,1080,59.9604,5.0533
P02/Sao thế/001.MOV,P02,Sao thế,001.MOV,7312645,cd0ec5b0d53767f7b4366a7b8aa2e64dc1545a9fb4d1df6496abafc4241e0d55,1920,1080,59.9582,4.7867
P02/Sao thế/002.MOV,P02,Sao thế,002.MOV,7424870,c018cf9a359fe5830f239c6f7a145e2544d4ca09937d72560cb440d051ed8509,1920,1080,59.9589,4.87
P02/Sao thế/003.MOV,P02,Sao thế,003.MOV,5518891,b62af0e0dd1f119734feb526c45b37163a6b4d1e46a803751910f9af09a3973d,1920,1080,59.9726,3.6517
P02/Sao thế/004.MOV,P02,Sao thế,004.MOV,5521059,3f164edf9e76e687d09172941cf1e1f44c277f3764bbffef1a316e58637025a5,1920,1080,59.9725,3.635
P02/Sao thế/005.MOV,P02,Sao thế,005.MOV,5436530,e09391503f1432e07698292a934fe14319ad817ce7b06c667cdef75f0c884311,1920,1080,59.9721,3.585
P02/Sao thế/006.MOV,P02,Sao thế,006.MOV,5654242,8c776bfe3f0e11090641b809c1178f5eb010babd2a1bb7293164e79483868f50,1920,1080,59.9732,3.735
P02/Siêu thị/001.MOV,P02,Siêu thị,001.MOV,7693920,136ddd690ee7bfacf1a1021db6f6891425eff14bec44816d3dc1359f74ae61d9,1920,1080,59.9604,5.0533
P02/Siêu thị/002.MOV,P02,Siêu thị,002.MOV,6406276,dfcdbf3039d1a85ca570982758e9541f26f7b3fd9c554393f9ab5d4fb8d909b6,1920,1080,59.9526,4.22
P02/Siêu thị/003.MOV,P02,Siêu thị,003.MOV,5847844,c073c5895f82c65c940e26b58f11df2cb063247d63de539f2843e908e02f6df2,1920,1080,59.9738,3.8183
P02/Siêu thị/004.MOV,P02,Siêu thị,004.MOV,6117846,4dd14c8bdaee1bcd910aeefc3b1a43f1b288902c093b2b66bef5f952b31102a8,1920,1080,59.9751,4.0183
P02/Siêu thị/005.MOV,P02,Siêu thị,005.MOV,5868011,1deaf91db3d3a5340f6cf0e1a202ec5fb9ea5fc75dc95d071368122bd3a9b409,1920,1080,59.9738,3.8183
P02/Siêu thị/006.MOV,P02,Siêu thị,006.MOV,6392859,bb2e78ecd9e4e88321f2d90a0ec2682c2c3dce395b92ad11e6136e37f143a936,1920,1080,59.9526,4.22
P02/Tôi bình thường/001.MOV,P02,Tôi bình thường,001.MOV,8801798,8371e659aee83dfa0af63811b3b1266d7bbb118ce05d33d311ec8137c7d096fb,1920,1080,59.9655,5.8033
P02/Tôi bình thường/002.MOV,P02,Tôi bình thường,002.MOV,10324496,bd1601db4f0e2f1b5d58bd97e4ebc6e144061a7de1b4c67fee11b8285b08d134,1920,1080,59.9706,6.8033
P02/Tôi bình thường/003.MOV,P02,Tôi bình thường,003.MOV,6051155,b10d32f2f08c2c03daa789bccb9287761de35a61c11f48b327af8e10c97f6b7e,1920,1080,59.9748,3.9683
P02/Tôi bình thường/004.MOV,P02,Tôi bình thường,004.MOV,6339838,eb13a6b33c98f57fa63c00a1f10a319c98458b485d5279394ca4b9f76dfecd5c,1920,1080,59.952,4.17
P02/Tôi bình thường/005.MOV,P02,Tôi bình thường,005.MOV,6899421,5925a48b2889628735bb2faf94c0fab6ccd1a5910c1e39652d80f390fab21255,1920,1080,59.9561,4.5533
P02/Tôi bình thường/006.MOV,P02,Tôi bình thường,006.MOV,7582400,9fd3d063a559338901f66706328d331c152fd133409ff127c44ba2fe2cc3d73f,1920,1080,59.9602,5.02
P02/Tôi không khỏe/001.MOV,P02,Tôi không khỏe,001.MOV,11379545,9a6ab26c68d5b7c484b40f84091b180ddab63070c8723dbc8971cc98a066aac5,1920,1080,59.96,7.505
P02/Tôi không khỏe/002.MOV,P02,Tôi không khỏe,002.MOV,10545401,9e04cb2b4764e493d07710958bb090fad5b93b0a05beee9ae630d804e5ac7198,1920,1080,59.9573,7.0217
P02/Tôi không khỏe/003.MOV,P02,Tôi không khỏe,003.MOV,8998381,de14038916daf1ff8bbadff58a913056e8d1e7b2d0221c30b2ed781e82974d7a,1920,1080,59.9665,5.97
P02/Tôi không khỏe/004.MOV,P02,Tôi không khỏe,004.MOV,7848526,76e67caa7492570b2d4007208d06a8a878d0764b815aac2b2e770ba0c879a613,1920,1080,59.9617,5.22
P02/Tôi không khỏe/005.MOV,P02,Tôi không khỏe,005.MOV,6720985,fe3ddeb221e2bc6ca8f55d3f79bee771ea9749b9c123233b4d39df0a573e9daa,1920,1080,59.9554,4.4867
P02/Tôi không khỏe/006.MOV,P02,Tôi không khỏe,006.MOV,8093573,e13821daf871180597d61843b5e6cb99337392eeda3bc45bee6f6df4256b9f15,1920,1080,59.9629,5.3867
P02/Tôi khỏe/001.MOV,P02,Tôi khỏe,001.MOV,7612643,63ba93bc07fdcfab2954595d6b4cf02a06d0eec95231a755cf363e402167d418,1920,1080,59.9603,5.0367
P02/Tôi khỏe/002.MOV,P02,Tôi khỏe,002.MOV,8302462,dc5951e7bf4abee8e3ac6d5a3be03da53d0f7d2026812f16d356ab4e997c7e25,1920,1080,59.9638,5.52
P02/Tôi khỏe/003.MOV,P02,Tôi khỏe,003.MOV,6338763,b2cafd190a0a0cc671c3317f5dc9df1023e58369709c35b2b510a73aa1306aaa,1920,1080,59.9526,4.22
P02/Tôi khỏe/004.MOV,P02,Tôi khỏe,004.MOV,5222965,a8437b7f53f621d317cfdb9ddb805a71fd7180181977ee36e384a1e28adf61a5,1920,1080,59.9712,3.4683
P02/Tôi khỏe/005.MOV,P02,Tôi khỏe,005.MOV,6933979,206f55a13b3f139e6509e784f04f4bba37c6962be06fc9f9899500232912b975,1920,1080,59.9567,4.62
P02/Tôi khỏe/006.MOV,P02,Tôi khỏe,006.MOV,6417518,b919fd1663c7dc0ef96876f80164aa9b13241ececb85790df452147a3ad3813e,1920,1080,59.9532,4.27
P02/Tạm biệt/001.MOV,P02,Tạm biệt,001.MOV,9439046,dcc57058eb8ba5f638982b5c6f17bfb6716c0b658360ee4c519d40e61925990f,1920,1080,59.9678,6.2033
P02/Tạm biệt/002.MOV,P02,Tạm biệt,002.MOV,8190010,8dbe196d04d084d1e2f499758cd0faf55c9e2831b2e8a6267dbf13784ed016b6,1920,1080,59.9629,5.3867
P02/Tạm biệt/003.MOV,P02,Tạm biệt,003.MOV,8445398,f3c6e63d1e5ae3f29cabe25ac7c49151f34073bce99349640b8185df0eac611f,1920,1080,59.9642,5.5867
P02/Tạm biệt/004.MOV,P02,Tạm biệt,004.MOV,6864616,d1692fb612ff6654d5e977624cf48c79107e3238f3f61820a598a2531851ea48,1920,1080,59.9559,4.5367
P02/Tạm biệt/005.MOV,P02,Tạm biệt,005.MOV,7872392,6081affb20fa7965ecaa0027e9f3e51653ed5acf7d3a131cb82ccda1232bce84,1920,1080,59.9614,5.1867
P02/Tạm biệt/006.MOV,P02,Tạm biệt,006.MOV,7595988,9b8f740b6eec7a6215d3aa412f966a91b5ff64b2e6488029a433c3e3afdc195f,1920,1080,59.9598,4.97
P02/Về nhà cẩn thận/001.MOV,P02,Về nhà cẩn thận,001.MOV,9920843,9012bbcc111fadd92f5fae7563510234d48f58c03786f06fc8b1c4f9bd58b12e,1920,1080,59.9696,6.57
P02/Về nhà cẩn thận/002.MOV,P02,Về nhà cẩn thận,002.MOV,12914084,1a229c6a8776cd12e443c039af917e14839ccd2af2c4b3f776ae1f21b17a5ccb,1920,1080,59.965,8.5717
P02/Về nhà cẩn thận/003.MOV,P02,Về nhà cẩn thận,003.MOV,8495922,a6586a3a5f4f7a75692e21c107a2efcfbf610dab6101dccdfbd371199095143f,1920,1080,59.9644,5.62
P02/Về nhà cẩn thận/004.MOV,P02,Về nhà cẩn thận,004.MOV,6511053,3c169db74bf55e45f1c775f64e58981543fbec2709cd4f181c74bce9dac3706e,1920,1080,59.9541,4.3533
P02/Về nhà cẩn thận/005.MOV,P02,Về nhà cẩn thận,005.MOV,10805109,813874d41a542a6ce5958508bad4ad2a8d9dc9e900791c44c724837744e7bb5e,1920,1080,59.9585,7.2217
P02/Về nhà cẩn thận/006.MOV,P02,Về nhà cẩn thận,006.MOV,10230497,3a8476e501d51889661ed892b425e8ab2d3bdfc5fa6b9d1c38e2f61a0f37250b,1920,1080,59.956,6.8217
P02/Xin chào/001.MOV,P02,Xin chào,001.MOV,7336141,7a48fa260bc6b240ba266ba1747078c150ddf5717b28b2ead021a786912e5f3a,1920,1080,59.9586,4.8367
P02/Xin chào/002.MOV,P02,Xin chào,002.MOV,7897403,10f25f85374cedc13f6ec089d0e4fbd95da033e7486df07d49c8aac8dcb437ec,1920,1080,59.9619,5.2533
P02/Xin chào/003.MOV,P02,Xin chào,003.MOV,6667461,58c2919359dd38457696a4daf7ac54d7e3a8d63919f54ef5272e314bfd3b2060,1920,1080,59.9554,4.4867
P02/Xin chào/004.MOV,P02,Xin chào,004.MOV,6663780,84b94a45af8a2b91a2e59a950ccecdc898efa8485e0024032bd92b68574a1a26,1920,1080,59.9554,4.4867
P02/Xin chào/005.MOV,P02,Xin chào,005.MOV,7483118,88ee62a781cfaccdcb25831b647708c487beede85428b29b31b521644f5b24b6,1920,1080,59.96,5.0033
P02/Xin chào/006.MOV,P02,Xin chào,006.MOV,6726394,02fbae7dc35543de106207ada6e2d9494252755c45017e975ac3ca23a2b508dd,1920,1080,59.9556,4.5033
P02/Xin lỗi/001.MOV,P02,Xin lỗi,001.MOV,7676444,11f160b7f49beb8f10f1138b8f4d2e98c9b2ce84f5bbc1c63293d0ae127e4675,1920,1080,59.9603,5.0367
P02/Xin lỗi/002.MOV,P02,Xin lỗi,002.MOV,8600946,f3f5729721474e1edc44f9aef38d29dca6e57190adf4a4a86450df3c2aa09d89,1920,1080,59.9648,5.6867
P02/Xin lỗi/003.MOV,P02,Xin lỗi,003.MOV,7574073,5f2e51518e4621282651aad9b62bdf71e92d55f0bc3c886a07d693c2ba70b04b,1920,1080,59.9598,4.97
P02/Xin lỗi/004.MOV,P02,Xin lỗi,004.MOV,6943144,4cfa31d91ca8e6241be159ed6d540b546517464662fecdb8a9349ef8d0261d77,1920,1080,59.9564,4.5867
P02/Xin lỗi/005.MOV,P02,Xin lỗi,005.MOV,8715665,723c601e5890e9ac7c7823379e02fa59a76f6fc86793b299a402f0b15cddae9c,1920,1080,59.9649,5.7033
P02/Xin lỗi/006.MOV,P02,Xin lỗi,006.MOV,7713208,008537c6ca4343bd6cce1b786a8ad31cf57417ffcd718614e93975826f79b423,1920,1080,59.9606,5.07
P02/Đi đâu/001.MOV,P02,Đi đâu,001.MOV,6552421,ba431e0d3cb0861fd7ed78a9fa42edd6133ec887043b3d9ad6301c12dbca0f01,1920,1080,59.9539,4.3367
P02/Đi đâu/002.MOV,P02,Đi đâu,002.MOV,6386766,1a4baa882f44da12c87efc89cc18a9ea3c1552f8074ed86dd4638fb5c9c2cbd9,1920,1080,59.9524,4.2033
